country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
ESP,1224,1982,PDP,Partido Demócrata Popular,Partido Demócrata Popular,People's Democratic Party,0,0,split from UCD,Party in title,NA,democracy,0,Liberal,lib,5.9943999999999997,6.7,3.6,NA,IIIrd wave in SE,NA,1
ESP,1224,1988,PDP,Partido Demócrata Popular,Democracia Cristiana,Christian Democracy,0,0,renamed,No party in title,No reference,christian,0,NA,NA,NA,NA,NA,1,IIIrd wave in SE,NA,2
ESP,1224,1989,PDP,Partido Demócrata Popular,Partido Popular,People’s Party,0,0,merge,Party in title,NA,people’s party,0,NA,NA,NA,NA,NA,NA,IIIrd wave in SE,NA,3
LUX,1234,1945,CSV,Lëtzebuerger Chreschtlech Sozial Vollekspartei,Lëtzebuerger Chreschtlech Sozial Vollekspartei,Luxembourg Christian Social People's Party,0,0,foundation,Party in title,NA,christian-social,0,Christian democracy,chr,6.4474,6.7105,7.5,NA,Ist or IInd wave,1944,1
DNK,1239,1945,DKP,Danmarks Kommunistiske Parti,Danmarks Kommunistiske Parti,Communist Party of Denmark,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1,1.4,3,NA,Ist or IInd wave,1919,1
CZE,1245,1945,KDU-CSL,Československá strana lidová,Československá strana lidová,Czechoslovak People's Party,0,0,foundation,Party in title,NA,Broad reference with country name,0,Christian democracy,chr,5.8098999999999998,6.0784,7.9119000000000002,NA,IIIrd wave in EE,1919,1
CZE,1245,1992,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Křesťanská a demokratická unie – Československá strana lidová,Christian and Democratic Union – Czechoslovak People's Party,0,0,merger of KDU Krest'anská a demokratická unie and CSL Ceskoslovenská strana lidová,Party in title,NA,christian,0,Christian democracy,chr,5.8098999999999998,6.0784,7.9119000000000002,NA,IIIrd wave in EE,1919,2
CZE,1245,2020,SPOLU,Spolu,Spolu,Together,0,1,alliance,No party in title,NA,broad reference,1,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,1919,3
GBR,1250,1982,BNP,British National Party,British National Party,British National Party,0,0,successor of NF,Party in title,NA,national,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,Ist or IInd wave,NA,1
NLD,1251,1945,SGP,Staatkundig Gereformeerde Partij,Staatkundig Gereformeerde Partij,Political Reformed Party,0,0,split from ARP,Party in title,NA,reformist,0,Christian democracy,chr,8.7530999999999999,NA,NA,1,Ist or IInd wave,NA,1
SVN,1252,1990,LDS,Liberalna demokracija Slovenije,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,0,0,foundation,No party in title,No reference,Broad reference with country name,0,Liberal,lib,3.7351000000000001,4.6316,2.5756000000000001,NA,IIIrd wave in EE,1990,1
SVN,1252,1994,LDS,Liberalna demokracija Slovenije,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,0,0,merged with SSS,No party in title,No reference,Broad reference with country name,0,Liberal,lib,3.7351000000000001,4.6316,2.5756000000000001,1,IIIrd wave in EE,1990,2
SVN,1252,2007,LDS,Liberalna demokracija Slovenije,Zares,Zares,0,0,split,No party in title,No reference,Broad reference with action verb,0,Liberal,lib,3.7351000000000001,4.6316,2.5756000000000001,NA,IIIrd wave in EE,1990,3
BGR,1254,2009,SK,Sinyata Koalitsiya,Sinyata Koalitsiya,The Blue Coalition,0,1,"alliance between SDS, DSB, BSDP Balgarska Sotsialdemokraticheska Partiya, RDP Radikalna Demokraticheska Partiya, OZ Obedineni Zemedeltsi",No party in title,Coalition,Broad reference,1,Conservative,con,7.4,6.4,7,1,IIIrd wave in EE,NA,1
LVA,1260,1990,LKP,Latvijas Komunistiskā partija,Latvijas Komunistiskā partija,Communist Party of Latvia,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,1990,1
LTU,1261,1995,LMP-NDP,Lietuvos moterų partija – Naujosios demokratijos partija,Lietuvos moterų partija,Lithuanian Women's Party,0,0,foundation,Party in title,NA,social group,0,Social democracy,soc,3.2,3.75,6.25,NA,IIIrd wave in EE,1995,1
LTU,1261,1998,LMP-NDP,Lietuvos moterų partija – Naujosios demokratijos partija,Naujosios demokratijos partija,New Democracy Party,0,0,renamed,Party in title,NA,democratic,0,Social democracy,soc,3.2,3.75,6.25,NA,IIIrd wave in EE,1995,2
FRA,1263,1999,MNR,Mouvement national républicain,Mouvement national républicain,National Republican Movement,0,0,split from FN,No party in title,Movement,national,0,Right-wing,right,8.2786000000000008,8.5714,9.7142999999999997,NA,Ist or IInd wave,NA,1
CHE,1264,1945,LdU,Landesring der Unabhängigen,Landesring der Unabhängigen,National Ring of Independents,0,0,foundation,No party in title,ring,independent,0,Social democracy,soc,3.3,3.5,3.5,NA,Ist or IInd wave,1936,1
CHE,1264,1999,LdU,Landesring der Unabhängigen,Liste der Unabhängigen,List of Independents,0,0,renamed,No party in title,List,independent,0,Social democracy,soc,3.3,3.5,3.5,NA,Ist or IInd wave,1936,2
GBR,1272,1991,UKIP,Anti-Federalist League,Anti-Federalist League, Anti-Federalist League,0,0,foundation,No party in title,Federation,anti-federalist,0,Right-wing,right,7.8429000000000002,8.0938,7.8506999999999998,NA,Ist or IInd wave,1991,1
GBR,1272,1993,UKIP,Anti-Federalist League,United Kingdom Independence Party,United Kingdom Independence Party,0,0,renaming,Party in title,NA,independence,0,Right-wing,right,7.8429000000000002,8.0938,7.8506999999999998,NA,Ist or IInd wave,1991,2
PRT,1273,1974,PSD,Partido Popular Democrático,Partido Popular Democrático,Democratic Peoples' Party,0,0,foundation,Party in title,NA,democratic,0,Liberal,lib,6.2949000000000002,6.8488,7.0224000000000002,NA,IIIrd wave in SE,1974,1
PRT,1273,1977,PSD,Partido Popular Democrático,Partido Social Democrata,Social Democratic Party,0,0,renamed,Party in title,NA,social-democratic,0,Liberal,lib,6.2949000000000002,6.8488,7.0224000000000002,NA,IIIrd wave in SE,1974,2
PRT,1273,2019,PSD,Partido Popular Democrático,Chega,Enough,0,0,split,No party in title,No reference,Broad reference,0,Right-wing,right,8.8000000000000007,NA,NA,1,IIIrd wave in SE,1974,3
POL,1275,1997,KPEiR-RP,Krajowe Porozumienie Emerytów i Rencistów Rzeczypospolitej Polskiej,Krajowe Porozumienie Emerytów i Rencistów Rzeczypospolitej Polskiej,National Agreement of Pensioners and Retired of the Republic Poland,0,0,foundation,No party in title,Agreement,social group,0,Conservative,con,NA,NA,NA,NA,IIIrd wave in EE,1997,1
LTU,1277,2001,LSDP,Lietuvos socialdemokratų partija,Lietuvos socialdemokratų partija,Social Democratic Party of Lithuania,0,0,successor of LSDP-89 and LDDP,Party in title,NA,social-democratic,0,Social democracy,soc,3.1972,3.8262,5.2732000000000001,NA,IIIrd wave in EE,NA,1
LTU,1277,2016,LSDP,Lietuvos socialdemokratų partija,Lietuvos socialdemokratų partija,Social Democratic Party of Lithuania,0,1,alliance,Party in title,NA,social-democratic,1,Social democracy,soc,3.1972,3.8262,5.2732000000000001,NA,IIIrd wave in EE,NA,2
ITA,1278,1994,P|SDI,Partito | Socialisti Democratici Italiani,Socialisti Italiani,Italian Socialists,0,0,split from PSI,Party in title,NA,socialist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,1
ITA,1278,1998,P|SDI,Partito | Socialisti Democratici Italiani,Socialisti Democratici Italiani,Italian Democratic Socialists,0,0,"merger of Socialiti Italiani, PSDI, Federazione Laburista, PS, Lega Socialista",Party in title,NA,socialist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,2
ITA,1278,2001,P|SDI,Partito | Socialisti Democratici Italiani,Nuovo Partito Socialista Italiano,New Italian Socialist Party,0,0,split,Party in title,NA,socialist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,3
ITA,1278,2005,P|SDI,Partito | Socialisti Democratici Italiani,Rosa nel Pugno,Rose in the Fist,0,1,alliance,Party in title,NA,Broad reference to values,1,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,4
ITA,1278,2006,P|SDI,Partito | Socialisti Democratici Italiani,Alleanza Riformista,Reformist Alliance,0,0,split,No party in title,Alliance,reformist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,5
ITA,1278,2007,P|SDI,Partito | Socialisti Democratici Italiani,Partito Socialista,Socialist Party,0,0,"merger of NPSI, I Socialisti Italiani, Democrazia e Socialismo, Associazione per la Rosa bel Pugno",Party in title,NA,socialist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,1,Ist or IInd wave,NA,6
ITA,1278,2009,P|SDI,Partito | Socialisti Democratici Italiani,Partito Socialista Italiano - 2009,Italian Socialist Party – 2009,0,0,renamed,Party in title,NA,socialist,0,Social democracy,soc,3.9895,4.3906,3.2080000000000002,NA,Ist or IInd wave,NA,7
PRT,1281,1969,MDP,Movimento Democrático Português,Movimento Democrático Português,Portuguese Democratic Movement,0,0,foundation,No party in title,Movement,democratic,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in SE,1969,1
GBR,1284,1945,SNP,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,Social democracy,soc,3.5871,3.0627,3.9622999999999999,NA,Ist or IInd wave,1934,1
BGR,1286,1990,DPS,Dvizhenie za Prava i Svobodi,Dvizhenie za Prava i Svobodi,Movement for Rights and Freedoms,0,0,foundation,No party in title,Movement,Broad reference to values,0,Liberal,lib,4.5827999999999998,4.413,6.2290000000000001,NA,IIIrd wave in EE,1990,1
ITA,1287,2001,NPSI,Nuovo Partito Socialisti Italiani,Partito Socialista Nuovo,New Socialist Party,0,0,"merger of PS, Lega Socialista, PSDI",Party in title,NA,socialist,0,Social democracy,soc,5.43,5.67,3.57,NA,Ist or IInd wave,NA,1
ITA,1287,2005,NPSI,Nuovo Partito Socialisti Italiani,I Socialisti Italiani ,The Italian Socialists,0,0,split,Party in title,NA,socialist,NA,Social democracy,soc,5.43,5.67,3.57,NA,Ist or IInd wave,NA,2
FIN,1292,1945,DL|VAS,Suomen Kansan Demokraattinen Liitto – Demokratiska Förbundet för Finlands Folk,Demokraattinen Liitto – Demokratiska Förbundet,Finnish People's Democratic League,0,0,foundation,No party in title,Union,left,0,Communist/Socialist,com,2.1842999999999999,1.8661,3.3405999999999998,NA,Ist or IInd wave,1944,1
FIN,1292,1990,DL|VAS,Vasemmistoliitto – Vänsterförbundet,Vasemmistoliitto – Vänsterförbundet,Left Alliance,0,0,"merger of Deva, SKDL, SNDL, SKP",No party in title,Alliance,left,0,Communist/Socialist,com,2.1842999999999999,1.8661,3.3405999999999998,NA,Ist or IInd wave,1944,2
PRT,1295,1987,CDU,Coligação Democrático Unitária,Coligação Democrático Unitária,Unitary Democratic Coalition,0,1,"alliance between PCP, PEV and ID; successor of APU",No party in title,Coalition,democratic,1,Communist/Socialist,com,2.2233000000000001,1.48,2.6433,NA,IIIrd wave in SE,NA,1
ITA,1296,1955,R,Radicali,Partito Radicale,Radical Party,0,0,split from PLI,Party in title,NA,radical,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,1
ITA,1296,1988,R,Radicali,Partito Radicale Transnazionale,Transnational Radical Party,0,0,renamed,Party in title,NA,radical,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,2
ITA,1296,1993,R,Partito Radicale Transnazionale,Lista Panella-Riformatori,List Panella-Riformatori,1,0,renamed,No party in title,List,name of the leader,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,3
ITA,1296,1996,R,Lista Panella-Riformatori,Lista Sgarbi-Panella,List Sgarbi-Panella,1,0,renamed,No party in title,List,name of the leader,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,NA,Ist or IInd wave,NA,4
ITA,1296,1998,R,Lista Sgarbi-Panella,Lista Bonino,List Bonino,1,0,renamed,No party in title,List,name of the leader,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,5
ITA,1296,2001,R,Lista Bonino,Radicali Italiani,Italian Radicals,0,0,renamed,No party in title,No reference,Broad reference with country name,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,6
ITA,1296,2005,R,Radicali Italiani,Riformatori Liberali,Liberal Reformers,0,0,split,No party in title,No reference,liberal,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,1,Ist or IInd wave,NA,7
ITA,1296,2007,R,Radicali Italiani,Radicali Italiani,Italian Radicals,0,0,end of alliance,No party in title,No reference,Broad reference with country name,0,Social democracy,soc,3.9731999999999998,7.0784,0.33379999999999999,NA,Ist or IInd wave,NA,8
FRA,1297,1945,PRL,Parti républicain de la liberté,Parti républicain de la liberté,Republican Party of Liberty,0,0,UR merged,Party in title,NA,republican,0,Conservative,con,7.5636000000000001,6.4495,7.2218999999999998,NA,Ist or IInd wave,NA,1
ITA,1304,1986,FdLV,Federazione delle Liste Verdi,Federazione delle Liste Verdi,Federation of the Greens,0,0,foundation,No party in title,Federation,green,0,Green/Ecologist,eco,1.7778,2.5,1.8,1,Ist or IInd wave,1986,1
CHE,1318,1975,EDU,Eidgenössisch-Demokratische Union-Union Démocratique Fédérale,Eidgenössisch-Demokratische Union-Union Démocratique Fédérale,Federal Democratic Union of Switzerland,0,0,split from Republican Movement and Nationale Aktion,No party in title,union,democracy,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,NA,1
ITA,1321,1991,PRC,Partito della Rifondazione Comunista,Partito della Rifondazione Comunista,Communist Refoundation Party,0,0,split from PCI,Party in title,NA,communist,0,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,NA,Ist or IInd wave,NA,1
ITA,1321,2006,PRC,Partito della Rifondazione Comunista,Partito di Alternativa Comunista,Communist Alternative Party,0,0,split,Party in title,NA,communist,1,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,NA,Ist or IInd wave,NA,2
ITA,1321,2008,PRC,Partito della Rifondazione Comunista,La Sinistra – L'Arcobaleno,The Left – The Rainbow,0,1,"alliance between PRC, FdV, SD, PdCI",Party in title,NA,left,1,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,1,Ist or IInd wave,NA,3
ITA,1321,2009,PRC,Partito della Rifondazione Comunista,Movimento per la Sinistra,Movement for the Left,0,0,split,No party in title,Movement,left,0,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,NA,Ist or IInd wave,NA,4
ITA,1321,2013,PRC,Partito della Rifondazione Comunista,Rivoluzione Civile,Civil Revolution,0,1,"alliance between PDCI, FdV, Italia dei Valori",No party in title,revolution,Broad reference to values,1,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,1,Ist or IInd wave,NA,5
ITA,1321,2016,PRC,Partito della Rifondazione Comunista,Partito Comunista Italiano,Italian Communist Party,0,0,split,Party in title,NA,communist,0,Communist/Socialist,com,0.88490000000000002,0.6622,1.9878,1,Ist or IInd wave,NA,6
DNK,1324,1973,CD,Centrumdemokraterne,Centrumdemokraterne,Centre Democrats,0,0,foundation,No party in title,No reference,centrist,0,Conservative,con,5.5609000000000002,4.8029,4.9306999999999999,1,Ist or IInd wave,1973,1
DNK,1331,1970,KrF,Kristeligt Folkeparti,Kristeligt Folkeparti,Christian People's Party,0,0,foundation,Party in title,NA,christian-democratic,0,Christian democracy,chr,5.6981999999999999,5.0887,7.0473999999999997,NA,Ist or IInd wave,1970,1
DNK,1331,2003,KrF,Kristeligt Folkeparti,Kristendemokraterne,Christian Democrats,0,0,renamed,No party in title,No reference,christian-democratic,0,Christian democracy,chr,5.6981999999999999,5.0887,7.0473999999999997,NA,Ist or IInd wave,1970,2
GRC,1338,1974,PASOK,Panellinio Sosialistikó Kínima,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,0,0,foundation,No party in title,Movement,socialist,0,Social democracy,soc,4.4968000000000004,4.8797,3.6025,NA,IIIrd wave in SE,1974,1
GRC,1338,2018,PASOK,Panellinio Sosialistikó Kínima,Kínima Allagís,Movement for Change,0,1,"alliance between PASOK, KIDISO, To Potami and DIMAR",No party in title,Movement,socialist,1,Social democracy,soc,4.4968000000000004,4.8797,3.6025,1,IIIrd wave in SE,1974,2
GRC,1338,2022,PASOK,PASOK – Kínima Allagís,PASOK – Kínima Allagís,PASOK – Movement for Change,0,1,renamed,No party in title,Movement,socialist,1,Social democracy,soc,4.4968000000000004,4.8797,3.6025,NA,IIIrd wave in SE,1974,3
POL,1355,1996,AWS,Akcja Wyborcza Solidarność Prawicy,Akcja Wyborcza Solidarność,Solidarity Electoral Action,0,0,"merger of S, KOS, BBWR, ZChN",No party in title,Action,right,0,Christian democracy,chr,7.1285999999999996,4.6148,8.1426999999999996,NA,IIIrd wave in EE,NA,1
POL,1355,1997,AWS,Akcja Wyborcza Solidarność Prawicy,"Akcja Wyborcza Solidarność,",Solidarity Electoral Action,0,0,PC joined in,No party in title,Action,right,0,Christian democracy,chr,7.1285999999999996,4.6148,8.1426999999999996,1,IIIrd wave in EE,NA,2
POL,1355,2001,AWS,Akcja Wyborcza Solidarność Prawicy,Prawo i Sprawiedliwość,Law and Justice,0,0,successor,No party in title,No reference,Broad reference to values,0,Christian democracy,chr,7.1285999999999996,4.6148,8.1426999999999996,1,IIIrd wave in EE,NA,3
ESP,1361,1945,PNV,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,NA,NA,6.2144000000000004,NA,NA,NA,IIIrd wave in SE,1895,1
LVA,1368,1993,LZS,Latvijas Zemnieku Savienība,Latvijas Zemnieku Savienība,Latvian Farmers' Union,0,0,foundation,No party in title,Union,social group,0,Agrarian,agr,4.375,4.835,6.04,NA,IIIrd wave in EE,1993,1
LVA,1368,1995,LZS,Latvijas Zemnieku Savienība,LZS-LKDS-LDP,LZS-LKDS-LDP,0,1,"alliance between LZS, KDS, LDP Latgales demokr¯atisk¯a partija",No party in title,Union,social group,1,Agrarian,agr,4.375,4.835,6.04,NA,IIIrd wave in EE,1993,2
SVN,1371,1989,SDZ,Slovenska demokratična zveza,Slovenska demokratična zveza,Slovenian Democratic Union,0,0,foundation,No party in title,Union,Broad reference with country name,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in EE,1989,1
GRC,1374,1985,DIANA,Dimokratiki Ananeosi,Dimokratiki Ananeosi,Democratic Renewal,0,0,split from ND,No party in title,No reference,democratic,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in SE,NA,1
BGR,1375,2005,BNS,Balgarski Naroden Suyuz,Balgarski Naroden Suyuz,Bulgarian People's Union,0,1,"alliance between BZNS-NS Balgarski Zemedelski Naroden Sayuz - Naroden Sayuz, VMRO Vatreshna Makedonska Revolyutsionna Organizatsiya, SSD Sayuz na Svobodnite Demokrati",No party in title,Union,Broad reference with country name,1,Conservative,con,5.8,6,5.44,NA,IIIrd wave in EE,NA,1
BEL,1378,1978,PS,Parti Socialiste,Parti Socialiste,Socialist Party,0,0,split from BSP-PSB,Party in title,NA,socialist,0,Social democracy,soc,2.9306999999999999,2.5938,3.1711999999999998,NA,Ist or IInd wave,NA,1
HRV,1384,1990,HNS,Hrvatska narodna stranka – Liberalni demokrati,Hrvatska narodna stranka – Liberalni demokrati,Croatian People's Party – Liberal Democrats,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,1.8421000000000001,6.5789,1.7544,NA,IIIrd wave in EE,1990,1
